	amicus	argDate	argMonth	argYear	caseName	cutoffs_ALL	cutoffs_BREYER	cutoffs_GINSBURG	cutoffs_KENNEDY	cutoffs_ROBERTS	cutoffs_SCALIA	decDate	majVotes	minVotes	winner	words_BREYER	words_GINSBURG	words_KENNEDY	words_ROBERTS	words_SCALIA
12-10	0	2013-04-22	04	2013	AGENCY FOR INTERNATIONAL DEVELOPMENT, et al., PETITIONERS v. ALLIANCE FOR OPEN SOCIETY INTERNATIONAL, INC., et al.	-3.0	-0.6	-0.6	0.6666666666666666	0.5	0.14285714285714285	2013-06-20	6	2	0	-0.17040731504571904	-0.8207171314741036	0.6476190476190476	0.5636363636363636	0.5904572564612326
12-1036	0	2013-11-06	11	2013	MISS. EX REL. HOOD v. AU OPTRONICS CORP.	-11.0	-0.2	1.0	0.0	-1.0	-1.0	2014-01-14	9	0	0	0.6486486486486487	-0.32057416267942584	-0.5254237288135594	-0.9463722397476341	0.7405405405405405
12-1038	0	2013-12-04	12	2013	UNITED STATES v. APEL	13.0	1.0	1.0	1.0	1.0	0.6363636363636364	2014-02-26	9	0	1	1.0	-0.10218978102189781	0.40562248995983935	0.7962962962962963	0.8065630397236615
12-10882	0	2014-03-03	03	2014	HALL v. FLORIDA	7.0	0.2	-0.3333333333333333	0.5555555555555556	-1.0	-0.5	2014-05-27	5	4	1	0.47794117647058826	-0.432	0.3449367088607595	-0.8395061728395061	-0.052823315118397086
12-1117	1	2014-03-04	03	2014	PLUMHOFF v. RICKARD	32.0	1.0	0.0	1.0	1.0	0.6923076923076923	2014-05-27	9	0	1	1.0	0.0	-0.013605442176870748	0.4837799717912553	0.37019554956169926
12-1128	1	2013-11-05	11	2013	MEDTRONIC, INC. v. MIROWSKI FAMILY VENTURES, LLC	21.0	1.0	0.0	1.0	-1.0	1.0	2014-01-22	9	0	1	1.0	0.23577235772357724	-0.26104417670682734	-0.38666666666666666	1.0
12-1146	1	2014-02-24	02	2014	UTIL. AIR REGULATORY GROUP v. EPA	6.0	0.23076923076923078	1.0	0.6	0.6	0.0	2014-06-23	7	2	0	-0.030413625304136254	-0.12154696132596685	0.24324324324324326	0.46454767726161367	0.3981308411214953
12-1163	1	2014-02-26	02	2014	HIGHMARK INC. v. ALLCARE HEALTH MGMT. SYS.	0.0	1.0	-1.0	0.0	0.0	1.0	2014-04-29	9	0	1	1.0	0.04424778761061947	0.0	0.38996138996138996	1.0
12-1168	-1	2014-01-15	01	2014	MCCULLEN v. COAKLEY	19.0	0.09090909090909091	-1.0	0.8461538461538461	0.0	0.4	2014-06-26	9	0	1	-0.40938511326860844	-0.9716312056737588	0.6418439716312057	-0.13253012048192772	0.07666098807495741
12-1173	0	2014-01-14	01	2014	BRANDT TRUST v. UNITED STATES	17.0	0.5	0.0	-1.0	0.3333333333333333	0.45454545454545453	2014-03-10	8	1	1	0.17598343685300208	-0.4909090909090909	-1.0	-0.21929824561403508	-0.10357815442561205
12-1182	-1	2013-12-10	12	2013	EPA v. EME HOMER CITY GENERATION	9.0	1.0	1.0	-0.3333333333333333	-1.0	-0.058823529411764705	2014-04-29	6	2	1	0.8237347294938918	1.0	0.01928374655647383	-0.4838709677419355	-0.37828371278458844
12-1184	1	2014-02-26	02	2014	OCTANE FITNESS, LLC v. ICON HEALTH & FITNESS, INC.	1.0	0.3333333333333333	0.3333333333333333	-1.0	0.0	-0.16666666666666666	2014-04-29	9	0	1	0.7145922746781116	0.2442159383033419	-0.26848249027237353	-0.8202898550724638	-0.5153846153846153
12-1200	-1	2014-01-14	01	2014	EXECUTIVE BENEFITS INS. AGENCY v. ARKISON	8.0	-0.6666666666666666	-1.0	0.2	1.0	0.3333333333333333	2014-06-09	9	0	0	-0.7053892215568862	-0.8538812785388128	0.3076923076923077	0.7921146953405018	0.26902173913043476
12-123	0	2013-03-20	03	2013	MARVIN D. HORNE, et al., PETITIONERS v. DEPARTMENT OF AGRICULTURE	9.0	1.0	-0.6666666666666666	1.0	1.0	0.5555555555555556	2013-06-10	9	0	1	0.31210191082802546	-0.6272727272727273	0.17928286852589642	0.44565217391304346	0.5296523517382413
12-126	0	2013-02-25	02	2013	GREG MCQUIGGIN, WARDEN, PETITIONER v. FLOYD PERKINS	2.0	0.8	0.0	-0.2	0.5555555555555556	-1.0	2013-05-28	5	4	1	1.0	0.40681362725450904	-0.6038338658146964	0.7146932952924394	-1.0
12-1281	-1	2014-01-13	01	2014	NLRB v. NOEL CANNING	-25.0	-0.5	0.0	0.0	-0.75	-0.8333333333333334	2014-06-26	9	0	0	-0.22177650429799428	-0.37543859649122807	-0.2805755395683453	-0.7444444444444445	-0.9550561797752809
12-1315	1	2014-01-21	01	2014	PETRELLA v. METRO-GOLDWYN-MAYER, INC.	8.0	-0.3333333333333333	-1.0	0.0	1.0	-0.16666666666666666	2014-05-19	6	3	1	-0.7853309481216458	-0.008620689655172414	-0.1336405529953917	0.32967032967032966	-0.5375302663438256
12-133	-1	2013-02-27	02	2013	AMERICAN EXPRESS COMPANY, et al., PETITIONERS v. ITALIAN COLORS RESTAURANT, et al.	3.0	-0.07692307692307693	-0.7777777777777778	0.3333333333333333	0.3333333333333333	0.6190476190476191	2013-06-20	5	3	0	0.700374531835206	-0.8278688524590164	-0.30218068535825543	-0.015810276679841896	0.5488917861799217
12-135	0	2013-03-25	03	2013	OXFORD HEALTH PLANS LLC, PETITIONER v. JOHN IVAN SUTTER	6.0	0.0	0.14285714285714285	-0.3333333333333333	1.0	0.2	2013-06-10	9	0	0	0.4644808743169399	-0.24199288256227758	0.5950920245398773	0.4131944444444444	0.3556231003039514
12-1371	0	2014-01-15	01	2014	UNITED STATES v. CASTLEMAN	7.0	1.0	0.3333333333333333	-1.0	-1.0	-0.3333333333333333	2014-03-26	9	0	1	1.0	0.3076923076923077	-1.0	-0.8427672955974843	-0.170182841068917
12-138	1	2013-12-02	12	2013	BG GROUP PLC v. REPUBLIC OF ARGENTINA	-11.0	-0.6	-0.2	0.3333333333333333	-1.0	-0.6	2014-03-05	7	2	1	-0.29854368932038833	-0.09375	-0.5269709543568465	-0.37142857142857144	-0.16299559471365638
12-1408	0	2014-01-14	01	2014	UNITED STATES v. QUALITY STORES, INC., et al.	1.0	1.0	-0.3333333333333333	-1.0	0.0	0.0	2014-03-25	8	0	1	1.0	-0.034482758620689655	-1.0	-0.7681159420289855	-0.09215017064846416
12-142	1	2013-03-19	03	2013	MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT	-11.0	1.0	-1.0	1.0	0.2	0.0	2013-06-24	5	4	1	0.9308510638297872	-0.4979757085020243	0.7290322580645161	-0.08737864077669903	0.8613861386138614
12-144	-1	2013-03-26	03	2013	HOLLINGSWORTH v. PERRY	-2.0	0.0	-0.6	0.0	0.5384615384615384	0.2	2013-06-26	5	4	0	-0.028037383177570093	-0.5492957746478874	0.017077798861480076	0.592469545957918	0.23976608187134502
12-1493	0	2014-01-22	01	2014	ABRAMSKI v. UNITED STATES	-1.0	-0.3333333333333333	-1.0	0.3333333333333333	1.0	0.2	2014-06-16	5	4	0	0.6005917159763313	0.04477611940298507	-0.2982456140350877	0.6516129032258065	-0.0024937655860349127
12-158	0	2013-11-05	11	2013	BOND v. UNITED STATES	1.0	1.0	0.0	0.0	1.0	1.0	2014-06-02	9	0	1	0.9655870445344129	-0.30927835051546393	0.0	0.8775510204081632	0.7419354838709677
12-167	0	2013-04-15	04	2013	UNITED STATES, PETITIONER v. ANTHONY DAVILA	6.0	0.0	-0.5	0.3333333333333333	0.75	0.0	2013-06-13	9	0	1	-0.3181818181818182	0.032504780114722756	-0.4975845410628019	0.822141560798548	0.0
12-17	0	2013-02-20	02	2013	MARK J. MCBURNEY, et al., PETITIONERS v. NATHANIEL L. YOUNG, DEPUTY COMMISSIONER AND DIRECTOR, VIRGINIA DIVISION OF CHILD SUPPORT ENFORCEMENT, et al.	-13.0	-0.7142857142857143	-0.5	0.0	-0.2	-0.3	2013-04-29	9	0	0	-0.27	-0.751131221719457	0.40948275862068967	-0.12011577424023155	-0.21748178980228927
12-207	1	2013-02-26	02	2013	MARYLAND, PETITIONER v. ALONZO JAY KING, JR.	8.0	0.5	-0.2	0.5555555555555556	0.25	-0.6	2013-06-03	5	4	1	0.4628099173553719	-0.34915254237288135	0.7357512953367875	0.24974924774322968	-0.3597122302158273
12-236	0	2013-03-19	03	2013	KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, PETITIONER v. MELISSA CLOER	-16.0	-1.0	-1.0	-0.3333333333333333	-0.5	-0.5	2013-05-20	9	0	0	-1.0	-0.31654676258992803	-0.09225092250922509	0.694980694980695	-0.36961451247165533
12-246	-1	2013-04-17	04	2013	GENOVEVO SALINAS, PETITIONER v. TEXAS	9.0	-0.2727272727272727	0.0	0.0	-1.0	1.0	2013-06-17	5	4	0	-0.22259887005649717	0.44	-0.6746987951807228	-0.5490196078431373	1.0
12-25	0	2013-01-09	01	2013	EDWARD F. MARACICH, et al., PETITIONERS v. MICHAEL EUGENE SPEARS et al.	4.0	0.625	-0.8181818181818182	0.0	0.5384615384615384	0.6666666666666666	2013-06-17	5	4	0	0.6844741235392321	-0.6946308724832215	-0.19838056680161945	0.5281306715063521	1.0
12-3	1	2013-11-12	11	2013	LAWSON v. FMR LLC	0.0	0.5555555555555556	0.3333333333333333	-0.6	-1.0	0.0	2014-03-04	6	3	1	0.15390686661404893	0.3654618473895582	-0.8117647058823529	-0.56	-0.19696969696969696
12-307	-1	2013-03-27	03	2013	UNITED STATES v. WINDSOR	-1.0	-0.2	-0.42857142857142855	-0.38461538461538464	0.75	0.5384615384615384	2013-06-26	5	4	0	-0.6676646706586826	-0.4180929095354523	-0.4238156209987196	0.3939393939393939	0.38978829389788294
12-315	1	2013-12-09	12	2013	AIR WISCONSIN AIRLINES CORP. v. HOEPER	-8.0	-0.2	-0.2	0.3333333333333333	0.14285714285714285	-0.8	2014-01-27	6	3	1	-0.2141057934508816	0.22968197879858657	0.07355242566510173	0.31152204836415365	-0.9879518072289156
12-357	0	2013-04-23	04	2013	SEKHAR v. UNITED STATES	11.0	0.45454545454545453	0.0	-1.0	0.0	0.7142857142857143	2013-06-26	9	0	1	0.2861602497398543	-0.8518518518518519	-0.30997304582210244	-0.21875	0.7349397590361446
12-398	0	2013-04-15	04	2013	ASSOCIATION FOR MOLECULAR PATHOLOGY, et al., PETITIONERS v. MYRIAD GENETICS, INC., et al.	11.0	0.38461538461538464	1.0	0.0	0.3333333333333333	-0.7142857142857143	2013-06-13	9	0	1	0.2995708154506438	0.05	-0.19681908548707752	0.11274509803921569	-0.5465587044534413
12-399	0	2013-04-16	04	2013	ADOPTIVE COUPLE v. BABY GIRL	18.0	0.5	0.0	1.0	0.8571428571428571	0.2857142857142857	2013-06-25	5	4	1	0.7398648648648649	-0.1815856777493606	-0.061946902654867256	0.5897435897435898	0.12890094979647218
12-414	1	2013-10-08	10	2013	BURT v. TITLOW	11.0	0.5	0.5	1.0	1.0	0.0	2013-11-05	9	0	1	0.39723661485319517	-0.163727959697733	-0.26865671641791045	0.3064516129032258	1.0
12-416	0	2013-03-25	03	2013	FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.	8.0	-0.7142857142857143	1.0	0.42857142857142855	1.0	-0.5	2013-06-17	5	3	1	-0.4060324825986079	0.4827586206896552	0.6842105263157895	-0.536	-0.6513761467889908
12-417	-1	2013-11-04	11	2013	SANDIFER v. UNITED STATES STEEL CORP.	9.0	0.7777777777777778	-1.0	-1.0	-1.0	0.0	2014-01-27	9	0	0	0.5142857142857142	-0.112	-1.0	-0.7876106194690266	0.11155378486055777
12-418	0	2013-04-17	04	2013	UNITED STATES, PETITIONER v. ANTHONY JAMES KEBODEAUX	-4.0	1.0	0.0	-1.0	-0.14285714285714285	-0.75	2013-06-24	7	2	1	1.0	-1.0	-1.0	-0.49359886201991465	-0.5847665847665847
12-43	0	2013-02-20	02	2013	PPL CORPORATION AND SUBSIDIARIES, PETITIONERS v. COMMISSIONER OF INTERNAL REVENUE	4.0	0.68	0.0	-1.0	1.0	-1.0	2013-05-20	9	0	1	0.5568181818181818	0.11290322580645161	-1.0	0.7475247524752475	0.5
12-462	1	2013-12-03	12	2013	NORTHWEST, INC. v. GINSBERG	10.0	0.75	0.0	-1.0	-0.6666666666666666	0.6	2014-04-02	9	0	1	0.5115919629057187	0.4603960396039604	-1.0	-0.44353518821603927	0.19711042311661506
12-464	0	2013-10-16	10	2013	KALEY v. UNITED STATES	10.0	1.0	-1.0	0.3333333333333333	1.0	-0.6	2014-02-25	6	3	0	1.0	-0.7978339350180506	0.5555555555555556	0.5466101694915254	-0.8203434610303831
12-484	-1	2013-04-24	04	2013	UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER, PETITIONER v. NAIEL NASSAR	12.0	0.5	-0.3333333333333333	1.0	0.7142857142857143	0.8	2013-06-24	5	4	1	0.08403361344537816	-0.6209912536443148	1.0	0.7005988023952096	0.89792663476874
12-515	-1	2013-12-02	12	2013	MICHIGAN v. BAY MILLS INDIAN COMMUNITY	6.0	0.14285714285714285	1.0	0.42857142857142855	1.0	1.0	2014-05-27	5	4	0	0.2349624060150376	0.30455635491606714	0.18694362017804153	0.6331168831168831	0.8489208633093526
12-5196	-1	2014-01-13	01	2014	LAW v. SIEGEL	-4.0	0.6666666666666666	-0.2	-0.5	1.0	0.0	2014-03-04	9	0	1	0.8035087719298246	-0.24758842443729903	-0.4166666666666667	0.15384615384615385	-1.0
12-52	-1	2013-03-20	03	2013	DAN’S CITY USED CARS, INC., DBA DAN’S CITY AUTO BODY, PETITIONER v. ROBERT PELKEY	-1.0	-0.2	-1.0	0.0	1.0	0.4	2013-05-13	9	0	0	0.3123209169054441	-1.0	0.0	0.41232227488151657	-0.05593451568894952
12-536	1	2013-10-08	10	2013	MCCUTCHEON v. FEC	-1.0	-0.5	-1.0	0.0	0.6666666666666666	0.4666666666666667	2014-04-02	5	4	1	-0.30873087308730873	-0.36904761904761907	0.020080321285140562	0.4702194357366771	0.18298969072164947
12-547	0	2013-04-24	04	2013	LINDA METRISH, WARDEN, PETITIONER v. BURT LANCASTER	24.0	0.75	0.0	0.0	0.3333333333333333	0.625	2013-05-20	9	0	1	0.7973568281938326	-0.0027100271002710027	0.2523364485981308	0.3745704467353952	0.4153846153846154
12-562	0	2013-10-09	10	2013	UNITED STATES v. WOODS	17.0	0.7142857142857143	-1.0	0.3333333333333333	-1.0	0.6	2013-12-03	9	0	1	0.7311111111111112	-0.38620689655172413	0.3448275862068966	-0.4318936877076412	0.6410256410256411
12-574	1	2013-11-04	11	2013	WALDEN v. FIORE	16.0	1.0	0.2	-1.0	-0.3333333333333333	0.5	2014-02-25	9	0	1	1.0	0.3551020408163265	-1.0	-0.2646048109965636	0.4723618090452261
12-609	1	2013-10-16	10	2013	KANSAS v. CHEEVER	25.0	0.8	1.0	1.0	1.0	0.5	2013-12-11	9	0	1	0.036170212765957444	0.415962441314554	-0.04449648711943794	-0.16591928251121077	-0.05364511691884457
12-62	0	2013-02-26	02	2013	MARVIN PEUGH, PETITIONER v. UNITED STATES	-12.0	0.3333333333333333	0.7142857142857143	0.5	-0.16666666666666666	-0.3333333333333333	2013-06-10	5	4	1	0.7420289855072464	0.5465313028764806	0.4447592067988669	-0.2767402376910017	-0.5154320987654321
12-682	-1	2013-10-15	10	2013	SCHUETTE v. COALITION TO DEFEND AFFIRMATIVE ACTION	10.0	1.0	-1.0	0.2	1.0	1.0	2014-04-22	6	2	1	0.6565656565656566	-1.0	0.2673684210526316	0.7121212121212122	1.0
12-696	1	2013-11-06	11	2013	TOWN OF GREECE v. GALLOWAY	-1.0	-0.2	0.3333333333333333	-0.3333333333333333	1.0	0.0	2014-05-05	5	4	1	0.360381861575179	-0.4582278481012658	-0.21176470588235294	-0.23583180987202926	0.3710144927536232
12-71	-1	2013-03-18	03	2013	ARIZONA, et al., PETITIONERS v. THE INTER TRIBAL COUNCIL OF ARIZONA, INC., et al.	1.0	0.2	1.0	-1.0	1.0	0.2	2013-06-17	7	2	0	0.4947613504074505	-0.2032967032967033	-0.1921182266009852	0.6611295681063123	0.04852824184566428
12-729	1	2013-10-15	10	2013	HEIMESHOFF v. HARTFORD LIFE & ACCIDENT INS. CO.	4.0	0.16666666666666666	-0.6	-1.0	1.0	-0.25	2013-12-16	9	0	0	0.4966887417218543	-0.6702819956616052	-0.7319587628865979	0.8136439267886856	-0.14285714285714285
12-751	-1	2014-04-02	04	2014	FIFTH THIRD BANCORP v. DUDENHOEFFER	-7.0	1.0	0.3333333333333333	0.0	0.3333333333333333	-1.0	2014-06-25	9	0	1	1.0	0.0392156862745098	-0.06042884990253411	0.5507692307692308	-1.0
12-7515	0	2013-11-12	11	2013	BURRAGE v. UNITED STATES	13.0	1.0	-1.0	-1.0	0.0	0.25	2014-01-27	9	0	1	0.6095717884130982	-1.0	-0.5371900826446281	0.44242424242424244	-0.27746319365798416
12-761	0	2014-04-21	04	2014	POM WONDERFUL LLC v. COCA-COLA CO.	4.0	0.0	0.0	0.09090909090909091	1.0	1.0	2014-06-12	8	0	1	0.0	0.8445378151260504	0.5486935866983373	0.23076923076923078	-0.6956521739130435
12-7822	-1	2013-11-13	11	2013	FERNANDEZ v. CALIFORNIA	-12.0	0.0	-1.0	-1.0	-1.0	0.0	2014-02-25	6	3	0	-0.0028776978417266188	-0.13333333333333333	-0.6724565756823822	-0.862453531598513	-1.0
12-786	1	2014-04-30	04	2014	LIMELIGHT NETWORKS, INC. v. AKAMAI TECHNOLOGIES, INC.	-8.0	0.6666666666666666	0.0	-1.0	-1.0	-1.0	2014-06-02	9	0	1	0.6233611442193087	-0.8936170212765957	0.5217391304347826	-0.72	-0.6273584905660378
12-79	1	2013-10-07	10	2013	CHADBOURNE & PARKE LLP v. TROICE	-16.0	-0.45454545454545453	0.0	0.0	-0.1111111111111111	-0.5555555555555556	2014-02-26	7	2	0	-0.5230352303523035	-0.2153846153846154	0.47093023255813954	-0.5945945945945946	-0.7839721254355401
12-794	0	2013-12-11	12	2013	WHITE v. WOODALL	8.0	0.14285714285714285	-0.5	0.0	1.0	1.0	2014-04-23	6	3	1	-0.25261324041811845	0.16	0.10311750599520383	0.7356608478802993	0.05454545454545454
12-815	0	2013-11-05	11	2013	SPRINT COMMUNICATIONS, INC. v. JACOBS	12.0	1.0	0.0	-1.0	1.0	0.0	2013-12-10	9	0	1	1.0	-0.30791788856304986	-1.0	0.7371428571428571	1.0
12-820	-1	2013-12-11	12	2013	LOZANO v. MONTOYA ALVAREZ	14.0	0.0	0.0	0.0	1.0	0.5384615384615384	2014-03-05	9	0	0	-0.22295390404515522	-0.4899713467048711	-0.14221218961625282	0.7951002227171492	0.1394275161588181
12-842	1	2014-04-21	04	2014	REPUBLIC OF ARGENTINA v. NML CAPITAL, LTD.	3.0	0.0	1.0	0.5	0.0	-0.23076923076923078	2014-06-16	7	1	0	-0.2702702702702703	0.3748271092669433	-0.03910614525139665	-0.17678100263852242	-0.40229885057471265
12-8561	-1	2014-01-22	01	2014	PAROLINE v. UNITED STATES	22.0	0.6666666666666666	-1.0	-0.3333333333333333	1.0	0.8333333333333334	2014-04-23	5	4	1	0.44405182567726736	0.28463476070528965	-0.5424836601307189	0.8477306002928258	0.6765799256505576
12-872	0	2013-10-07	10	2013	MADIGAN v. LEVIN	1.0	0.5	-0.5	0.0	1.0	0.0	2013-10-15	9	0	1	-0.16279069767441862	-0.4595959595959596	0.014492753623188406	0.40955631399317405	0.46153846153846156
12-873	0	2013-12-03	12	2013	LEXMARK INT'L, INC. v. STATIC CONTROL COMPONENTS, INC.,	-7.0	0.0	-0.7142857142857143	0.0	0.0	-0.75	2014-03-25	9	0	0	0.4906832298136646	-0.48905109489051096	1.0	-0.49206349206349204	0.00819672131147541
12-895	0	2013-11-12	11	2013	ROSEMOND v. UNITED STATES	-19.0	-1.0	0.0	-0.2	0.6666666666666666	-0.8461538461538461	2014-03-05	7	2	1	-1.0	0.16666666666666666	-0.297029702970297	0.31190926275992437	-0.8233082706766918
12-9012	0	2014-02-25	02	2014	ROBERS v. UNITED STATES	9.0	0.18181818181818182	-1.0	-1.0	0.5	-0.3333333333333333	2014-05-05	9	0	0	0.03944315545243619	-0.26218097447795824	-0.8421052631578947	0.5284974093264249	-0.43478260869565216
12-929	0	2013-10-09	10	2013	ATLANTIC MARINE CONSTR. CO. v. UNITED STATES DIST. COURT FOR WESTERN DIST. OF TEX.	0.0	-0.16666666666666666	0.3333333333333333	-1.0	0.5	-0.09090909090909091	2013-12-03	9	0	1	-0.056162246489859596	-0.3745583038869258	-1.0	0.7001897533206831	0.5190311418685121
12-930	0	2013-12-10	12	2013	SCIALABBA v. CUELLAR DE OSORIO	0.0	0.2631578947368421	-1.0	0.0	-1.0	0.7777777777777778	2014-06-09	5	4	1	-0.30759951749095293	-1.0	0.39805825242718446	-0.6494845360824743	0.806930693069307
12-9490	-1	2014-01-21	01	2014	PRADO NAVARETTE v. CALIFORNIA	-3.0	0.25	1.0	-0.6666666666666666	-0.3333333333333333	-0.06666666666666667	2014-04-22	5	4	0	0.19548872180451127	0.8798798798798799	-0.25146198830409355	-0.052823315118397086	0.0989247311827957
12-96	-1	2013-02-27	02	2013	SHELBY COUNTY v. HOLDER	-10.0	-0.6666666666666666	-1.0	0.3333333333333333	1.0	0.75	2013-06-25	5	4	1	-0.03356890459363958	-0.6444444444444445	0.05539358600583091	0.8167641325536062	0.01240694789081886
12-98	-1	2013-01-08	01	2013	ALDONA WOS, SECRETARY, NORTH CAROLINA DEPARTMENT OF HEALTH AND HUMAN SERVICES, PETITIONER v. E. M. A., A MINOR, BY AND THROUGH HER GUARDIAN AD LITEM, DANIEL H. JOHNSON, et al.	-5.0	0.25	1.0	-1.0	0.6	0.38461538461538464	2013-03-20	6	3	0	-0.37453874538745385	0.31736526946107785	-1.0	0.8265734265734266	0.3806998939554613
12-99	1	2013-11-13	11	2013	UNITE HERE LOCAL 355 v. MULHALL	6.0	0.75	0.3333333333333333	-0.42857142857142855	-1.0	0.3333333333333333	2013-12-10	6	3	1	0.5861027190332326	0.2176991150442478	-0.7248677248677249	-0.9085714285714286	0.41317365269461076
12-992	0	2013-12-09	12	2013	RAY HALUCH GRAVEL CO. v. CENT. PENSION FUND OF INT'L UNION OF OPERATING ENG'RS	8.0	-0.7142857142857143	1.0	0.0	1.0	1.0	2014-01-15	9	0	1	-0.30434782608695654	0.7039274924471299	-0.008645533141210375	-0.04390243902439024	0.889763779527559
13-115	0	2014-03-26	03	2014	WOOD v. MOSS	-23.0	0.0	-1.0	-1.0	-0.6666666666666666	0.0	2014-05-27	9	0	1	0.24618736383442266	0.44360902255639095	-0.36885245901639346	0.5004492362982929	-0.2647058823529412
13-132	-1	2014-04-29	04	2014	RILEY v. CALIFORNIA	13.0	1.0	1.0	0.0	-0.14285714285714285	-0.5	2014-06-25	9	0	1	1.0	0.5179153094462541	-0.5747422680412371	-0.439873417721519	-0.15254237288135594
13-193	1	2014-04-22	04	2014	SUSAN B. ANTHONY LIST v. DRIEHAUS	10.0	1.0	-1.0	-1.0	0.42857142857142855	0.6	2014-06-16	9	0	1	1.0	-0.31932773109243695	0.09090909090909091	0.09195402298850575	0.9113082039911308
13-298	-1	2014-03-31	03	2014	ALICE CORP. PTY. LTD. v. CLS BANK INT'L	7.0	0.1111111111111111	0.0	0.3333333333333333	1.0	-1.0	2014-06-19	9	0	0	-0.22645290581162325	-0.2709030100334448	-0.3791348600508906	0.5514018691588785	-1.0
13-299	0	2014-03-24	03	2014	CLARK v. RAMEKER	-3.0	0.4	-0.6666666666666666	-0.3333333333333333	1.0	-1.0	2014-06-12	9	0	0	0.7600979192166463	-0.4607329842931937	-0.0379746835443038	-0.6558139534883721	-1.0
13-301	0	2014-04-23	04	2014	UNITED STATES v. CLARKE	-6.0	-1.0	0.2	-0.5	0.0	-0.2	2014-06-19	9	0	1	-0.9314040728831725	0.183206106870229	0.05228758169934641	-0.6784452296819788	-0.2465753424657534
13-316	0	2014-04-01	04	2014	LOUGHRIN v. UNITED STATES	10.0	0.16666666666666666	0.0	0.3333333333333333	0.0	0.0	2014-06-23	9	0	0	-0.2302325581395349	-0.26011560693641617	0.30917874396135264	-0.746268656716418	0.2255125284738041
13-317	-1	2014-03-05	03	2014	HALLIBURTON CO. v. ERICA P. JOHN FUND, INC.	-6.0	-0.5	-0.3333333333333333	0.6666666666666666	-0.5	0.5	2014-06-23	9	0	1	-0.5710594315245479	-0.6578947368421053	0.05668934240362812	-0.4725274725274725	0.4530386740331492
13-339	1	2014-04-23	04	2014	CTS CORP. v. WALDBURGER	0.0	0.0	0.0	1.0	1.0	-0.45454545454545453	2014-06-09	7	2	1	0.0	-0.06609195402298851	0.7777777777777778	0.6826923076923077	0.013182674199623353
13-354	0	2014-03-25	03	2014	BURWELL v. HOBBY LOBBY STORES	7.0	1.0	-0.7777777777777778	0.6	1.0	0.8	2014-06-30	5	4	0	1.0	-0.9314775160599572	0.0	0.7603305785123967	0.5515695067264574
13-369	-1	2014-04-28	04	2014	NAUTILUS, INC. v. BIOSIG INSTRUMENTS, INC	14.0	1.0	-1.0	0.42857142857142855	0.3333333333333333	0.23076923076923078	2014-06-02	9	0	1	1.0	-0.6573705179282868	-0.4	-0.19458544839255498	0.09449636552440291
13-461	1	2014-04-22	04	2014	AMERICAN BROADCASTING COS. v. AEREO, INC.	1.0	0.0	1.0	1.0	1.0	1.0	2014-06-25	6	3	1	-0.20217588395285585	0.3265993265993266	0.1797752808988764	0.13705583756345177	0.8852459016393442
13-483	0	2014-04-28	04	2014	LANE v. FRANKS	3.0	-1.0	1.0	-1.0	0.0	1.0	2014-06-19	9	0	1	-1.0	0.4830508474576271	-1.0	0.20410490307867732	1.0
132, Orig.	0	2010-01-11	01	2010	STATE OF ALABAMA, et al., PLAINTIFFS v. STATE OF NORTH CAROLINA.	-19.0	-0.16666666666666666	0.0	-0.3333333333333333	0.0	-0.06666666666666667	2010-06-01	6	3	0	0.21386430678466076	-0.07898259705488621	-0.11764705882352941	-0.8102766798418972	-0.20704845814977973
134 ORIG	0	2007-11-27	11	2007	STATE OF NEW JERSEY v. STATE OF DELAWARE	3.0	0.0	-0.2	0.1111111111111111	0.5	-0.3333333333333333	2008-03-31	5	3	0	0.0	-0.5560640732265446	0.4681818181818182	0.13087248322147652	-0.04326328800988875
137, Orig.	-1	2011-01-10	01	2011	STATE OF MONTANA, PLAINTIFF v. STATE OF WYOMING AND STATE OF NORTH DAKOTA	8.0	-0.2	-1.0	0.14285714285714285	0.42857142857142855	0.2	2011-05-02	7	1	0	-0.70018281535649	-0.3716475095785441	-0.15682967959527824	0.18778625954198475	0.13278495887191538
138, Orig.	0	2009-10-13	10	2009	STATE OF SOUTH CAROLINA v. STATE OF NORTH CAROLINA	17.0	1.0	-1.0	-1.0	0.6666666666666666	-0.3	2010-01-20	5	4	1	1.0	0.18275154004106775	-1.0	0.6857638888888888	-0.41434262948207173
12-1226	1	12, 2014	12	2014	Young v. United Parcel Service	8.0	-0.5555555555555556	0.8571428571428571	0.0	-1.0	-1.0		NaN	NaN	NaN	-0.34076137418755803	0.6111111111111112	-1.0	-0.807909604519774	-0.8880597014925373
12-1497	-1	01, 2015	01	2015	Kellogg Brown & Root Services, Inc. v. United States ex rel. Carter	24.0	0.38461538461538464	0.25	-0.42857142857142855	1.0	0.7391304347826086		NaN	NaN	NaN	0.07728337236533958	-0.11894273127753303	-0.4088669950738916	0.5462184873949579	0.673469387755102
